Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added 
48546,419384,,,0.481,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48547,419525,,,1.652,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48548,419707,,,2.274,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48549,419779,,,9.786,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48550,419829,,,1.617,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48551,419851,,,0.846,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48552,420069,,,0.767,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48553,420226,,,4.945,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48554,420250,,,3.344,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48555,420251,,,1.631,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48556,420260,,,4.517,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48557,420261,,,1.736,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48558,420272,,,3.888,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48559,420312,,,2.347,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48560,420319,,,5.163,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48561,420332,,,0.665,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48562,420351,,,0.65,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48563,420352,,,1.154,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48564,420395,,,3.338,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48565,420398,,,6.366,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48566,420406,,,2.91,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48567,420542,,,3.886,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48568,420545,,,0.83,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48569,433032,,,2.8,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48570,447033,,,7.953,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48571,447197,,,1.439,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48572,448231,,,0.685,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48573,450643,,,1.528,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48574,450667,,,2.46,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48575,456885,,,2.335,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48576,488974,,,2.959,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48577,490709,,,1.67,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48578,490780,,,7.3,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48579,490786,,,10.5,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48580,491092,,,1.578,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48581,492975,,,0.125,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48582,511488,,,1.9,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48583,523700,,,3,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48584,532536,,,3.304,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48585,532639,,,1.162,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48586,532642,,,0.399,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48587,532643,,,0.655,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48588,533098,,,0.735,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48589,564678,,,6.78,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48590,584883,,,0.8,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48591,598655,,,1.8,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48592,720050,,,1.093,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48593,720059,,,1.249,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48594,409979,,,6,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48595,576298,,,0.8,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48596,576304,,,1.33,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48597,138969,,,1.2,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48598,399286,,,1.567,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48599,433385,,,5.768,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48600,434020,,,3.778,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48601,468054,,,4.505,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48602,491092,,,6.329,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48603,512345,,,2.146,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48604,533413,,,5.485,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48605,537003,,,0.857,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48606,593791,,,1.301,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48607,597303,,,1.155,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48608,740748,,,0.503,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48609,744009,,,7.611,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48610,820108,,,5.376,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48611,835315,,,4.299,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48612,872143,,,2.965,Shell Height,"{Gracia, 2004 #708}",12/04/2022
48613,160330,,,0.22,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48614,140969,,,0.28,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48615,158010,,,0.28,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48616,160328,,,0.32,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48617,158000,,,0.33,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48618,140958,,,0.36,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48619,420438,,,0.38,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48620,160083,,,0.38,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48621,1317226,,,0.4,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48622,140966,,,0.4,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48623,160426,,,0.45,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48624,397024,,,0.47,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48625,420437,,,0.48,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48626,160079,,,0.49,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48627,160409,,,0.5,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48628,160391,,,0.51,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48629,160084,,,0.52,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48630,160348,,,0.53,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48631,160443,,,0.55,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48632,533554,,,0.57,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48633,160082,,,0.57,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48634,160344,,,0.63,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48635,160076,,,0.7,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48636,160309,,,0.8,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48637,577047,,,0.8,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48638,160311,,,0.82,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48639,159915,,,1.12,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48640,160089,,,1.35,Shell Height,"{Bartsch, 1928 #779}",12/05/2022
48641,594496,,,0.243,Shell Height,"{Hoffmann, 2010 #293}",12/06/2022
48642,594495,,,0.288,Shell Height,"{Hoffmann, 2010 #293}",12/06/2022
48643,430251,2.795,,,TL,"{Kasatkina, 1997 #843}",12/06/2022
48644,343678,0.48,,,TL,"{Moskalev, 1983 #458}",12/06/2022
48645,532458,0.18,,,TL,"{Absalão, 2001 #1353}",12/06/2022
48646,713975,0.18,,,TL,"{Absalão, 2001 #1353}",12/06/2022
48647,456776,0.154,,,TL,"{Absalão, 2001 #1353}",12/06/2022
48648,579395,0.762,,,TL,"{Angas, 1878 #776}",12/06/2022
48649,1055324,1.3,,,TL,"{Allan, 1933 #709}",12/06/2022
48650,531562,6.5,,,TL,"{Allan, 1933 #709}",12/06/2022
48651,599579,2.7,,,TL,"{Baba, 1976 #34}",12/06/2022
48652,599578,2,,,TL,"{Baba, 1976 #34}",12/06/2022
48653,557144,1.8,,,TL,"{Baba, 1976 #34}",12/06/2022
48654,737909,1.7,,,TL,"{Barnard, 1963 #1028}",12/06/2022
48655,558182,4,,,TL,"{Bergh, 1878 #1630}",12/06/2022
48656,1055318,1.5,,,TL,"{Bergh, 1905 #559}",12/06/2022
48657,819449,1.73,,,TL,"{Bouchet, 1975 #1036}",12/06/2022
48658,138715,1.8,,,TL,"{Bouchet, 1977 #780}",12/06/2022
48659,701768,5.6,,,TL,"{Bouchet, 1991 #1660}",12/06/2022
48660,590705,2.36,,,TL,"{Bouchet, 1991 #1660}",12/06/2022
48661,590706,3.8,,,TL,"{Bouchet, 1991 #1660}",12/06/2022
48662,345311,4.15,,,TL,"{Bouchet, 1991 #1660}",12/06/2022
48663,345313,5.7,,,TL,"{Bouchet, 1991 #1660}",12/06/2022
48664,141482,0.85,,,TL,"{Boughet, 1979 #37}",12/06/2022
48665,954527,1.4,,,TL,"{Breslau, 2016 #26}",12/06/2022
48666,558180,4,,,TL,"{Burn, 1969 #730}",12/06/2022
48667,531556,2.8,,,TL,"{Burn, 1969 #730}",12/06/2022
48668,567002,1.4,,,TL,"{Burn, 2015 #1636}",12/06/2022
48669,865548,1.2,,,TL,"{Caballer, 2014 #203}",12/06/2022
48670,597800,2.8,,,TL,"{Caballer, 2014 #203}",12/06/2022
48671,138713,3.556,,,TL,"{Cavallari, 2014 #560}",12/06/2022
48672,730414,0.6,,,TL,"{Carmona, 2014 #208}",12/06/2022
48673,760922,0.4,,,TL,"{Carmona, 2014 #208}",12/06/2022
48674,760921,1.2,,,TL,"{Carmona, 2014 #208}",12/06/2022
48675,730437,1.2,,,TL,"{Carmona, 2014 #208}",12/06/2022
48676,730417,2,,,TL,"{Carmona, 2014 #208}",12/06/2022
48677,760923,0.8,,,TL,"{Carmona, 2014 #208}",12/06/2022
48678,730436,0.5,,,TL,"{Carmona, 2014 #208}",12/06/2022
48679,730435,0.7,,,TL,"{Carmona, 2014 #208}",12/06/2022
48680,763965,0.9,,,TL,"{Carmona, 2014 #208}",12/06/2022
48681,599576,0.8,,,TL,"{Carmona, 2014 #208}",12/06/2022
48682,763964,1,,,TL,"{Carmona, 2014 #208}",12/06/2022
48683,763788,0.8,,,TL,"{Carmona, 2014 #208}",12/06/2022
48684,730416,2.5,,,TL,"{Carmona, 2014 #208}",12/06/2022
48685,730411,1,,,TL,"{Carmona, 2014 #208}",12/06/2022
48686,763962,0.3,,,TL,"{Carmona, 2014 #208}",12/06/2022
48687,730412,0.6,,,TL,"{Carmona, 2014 #208}",12/06/2022
48688,763966,1.2,,,TL,"{Carmona, 2014 #208}",12/06/2022
48689,763963,1.1,,,TL,"{Carmona, 2014 #208}",12/06/2022
48690,827719,0.65,,,TL,"{Carmona, 2014 #208}",12/06/2022
48691,754604,4,,,TL,"{Carmona, 2014 #208}",12/06/2022
48692,754607,0.8,,,TL,"{Carmona, 2014 #208}",12/06/2022
48693,591275,2,,,TL,"{Carmona, 2014 #208}",12/06/2022
48694,754608,1.5,,,TL,"{Carmona, 2014 #208}",12/06/2022
48695,730440,2.5,,,TL,"{Carmona, 2014 #205}",12/06/2022
48696,828973,1.8,,,TL,"{Carmona, 2014 #205}",12/06/2022
48697,746681,3.8,,,TL,"{Carmona, 2014 #205}",12/06/2022
48698,138722,2.5,,,TL,"{Carmona, 2014 #205}",12/06/2022
48699,181238,1.4,,,TL,"{Carmona, 2014 #205}",12/06/2022
48700,730446,1.5,,,TL,"{Carmona, 2017 #56}",12/06/2022
48701,730447,2.5,,,TL,"{Carmona, 2017 #56}",12/06/2022
48702,865549,1,,,TL,"{Carmona, 2017 #56}",12/06/2022
48703,1023226,0.5,,,TL,"{Carmona, 2017 #56}",12/06/2022
48704,591277,3.175,,,TL,"{Cheeseman, 1881 #787}",12/06/2022
48705,581904,2,,,TL,"{Cheeseman, 1881 #787}",12/06/2022
48706,599331,1.5,,,TL,"{Cheeseman, 1881 #787}",12/06/2022
48707,767522,1.3,,,TL,"{Cooke, 2014 #218}",12/06/2022
48708,767523,1.1,,,TL,"{Cooke, 2014 #218}",12/06/2022
48709,767524,1.4,,,TL,"{Cooke, 2014 #218}",12/06/2022
48710,1309253,0.31,,,TL,"{Cunha, 2018 #227}",12/06/2022
48711,574855,0.7,,,TL,"{Dall, 1908 #1065}",12/06/2022
48712,853638,3.3,,,TL,"{Dall, 1908 #1065}",12/06/2022
48713,575015,0.34,,,TL,"{Dall, 1913 #793}",12/06/2022
48714,871168,0.34,,,TL,"{Dall, 1913 #793}",12/06/2022
48715,575617,0.25,,,TL,"{Dall, 1919 #794}",12/06/2022
48716,575618,0.2,,,TL,"{Dall, 1919 #794}",12/06/2022
48717,141507,0.2,,,TL,"{Dautzenberg, 1896 #701}",12/06/2022
48718,141508,0.2,,,TL,"{Dautzenberg, 1896 #701}",12/06/2022
48719,141516,0.133,,,TL,"{Dautzenberg, 1896 #701}",12/06/2022
48720,598354,0.15,,,TL,"{Dell, 1956 #796}",12/06/2022
48721,598308,0.25,,,TL,"{Dell, 1956 #796}",12/06/2022
48722,598322,0.15,,,TL,"{Dell, 1956 #796}",12/06/2022
48723,845965,1.9,,,TL,"{Edmunds, 2015 #799}",12/06/2022
48724,845963,1.9,,,TL,"{Edmunds, 2015 #799}",12/06/2022
48725,1055268,1.2,,,TL,"{Eliot, 1903 #1049}",12/06/2022
48726,828228,0.345,,,TL,"{Espinosa, 2011 #248}",12/06/2022
48727,531079,5.2,,,TL,"{Fahey, 2004 #702}",12/06/2022
48728,388696,0.4,,,TL,"{Fahey, 2004 #702}",12/06/2022
48729,388697,1.3,,,TL,"{Fahey, 2004 #702}",12/06/2022
48730,420612,0.5,,,TL,"{Fahey, 2004 #702}",12/06/2022
48731,388694,0.6,,,TL,"{Fahey, 2004 #702}",12/06/2022
48732,531072,0.9,,,TL,"{Fahey, 2004 #702}",12/06/2022
48733,388698,0.5,,,TL,"{Fahey, 2004 #702}",12/06/2022
48734,388699,0.4,,,TL,"{Fahey, 2004 #702}",12/06/2022
48735,138704,0.8,,,TL,"{Fahey, 2004 #702}",12/06/2022
48736,388700,1.5,,,TL,"{Fahey, 2004 #702}",12/06/2022
48737,388701,1,,,TL,"{Fahey, 2004 #702}",12/06/2022
48738,388702,0.5,,,TL,"{Fahey, 2004 #702}",12/06/2022
48739,531083,1.2,,,TL,"{Fahey, 2004 #702}",12/06/2022
48740,196603,7,,,TL,"{García-Gómez, 1990 #807}",12/06/2022
48741,138717,3,,,TL,"{García-Gómez, 1990 #807}",12/06/2022
48742,138718,3,,,TL,"{García-Gómez, 1990 #807}",12/06/2022
48743,196604,3,,,TL,"{García-Gómez, 1990 #807}",12/06/2022
48744,1416515,0.18,,,TL,"{Gofas, 2021 #268}",12/06/2022
48745,141498,0.37,,,TL,"{Gofas, 2021 #268}",12/06/2022
48746,141499,0.23,,,TL,"{Gofas, 2021 #268}",12/06/2022
48747,730678,1,,,TL,"{Gosliner, 1985 #814}",12/06/2022
48748,730439,1.7,,,TL,"{Gosliner, 1985 #814}",12/06/2022
48749,605826,1.2,,,TL,"{Gosliner, 1990 #1594}",12/06/2022
48750,559037,0.9,,,TL,"{Gosliner, 1990 #1594}",12/06/2022
48751,559045,0.7,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48752,559048,1.5,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48753,559041,4,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48754,1055259,2.8,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48755,1055260,2.5,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48756,1055242,3,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48757,850442,1.1,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48758,850441,1.2,,,TL,"{Gosliner, 2015 #816}",12/06/2022
48759,582448,0.6,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48760,532896,0.7,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48761,582444,1.8,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48762,582454,2.5,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48763,582447,1.2,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48764,582453,1.2,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48765,582446,0.8,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48766,533892,0.6,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48767,582449,2,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48768,582445,2,,,TL,"{Gosliner, 1994 #277}",12/06/2022
48769,741000,6.35,,,TL,"{Gould, 1852 #635}",12/06/2022
48770,741001,1.016,,,TL,"{Gould, 1852 #635}",12/06/2022
48771,716743,0.4,,,TL,"{Gould, 1852 #635}",12/06/2022
48772,716818,0.34,,,TL,"{Habe, 1976 #1063}",12/06/2022
48773,716744,0.9,,,TL,"{Habe, 1976 #1063}",12/06/2022
48774,819615,0.2,,,TL,"{Habe, 1976 #1063}",12/06/2022
48775,716729,1.1,,,TL,"{Habe, 1976 #1063}",12/06/2022
48776,876211,0.8,,,TL,"{Habe, 1976 #1063}",12/06/2022
48777,720296,0.13,,,TL,"{Hedley, 1907 #1045}",12/06/2022
48778,510362,0.19,,,TL,"{Hedley, 1912 #827}",12/06/2022
48779,141476,0.17,,,TL,"{Hoffman, 2020 #291}",12/06/2022
48780,141480,0.14,,,TL,"{Hoffman, 2020 #291}",12/06/2022
48781,599580,7,,,TL,"{Bidgrain, 2020 #833}",12/06/2022
48782,1055256,3.5,,,TL,"{Bidgrain, 2020 #833}",12/06/2022
48783,567125,0.6,,,TL,"{Pittman, 2023 #756}",12/06/2022
48784,578841,1.96,,,TL,"{Pittman, 2023 #756}",12/06/2022
48785,598360,0.13,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48786,598356,0.9,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48787,197024,1,,,TL,"{, 2010 #714}",12/06/2022
48788,138728,4,,,TL,"{, 2010 #714}",12/06/2022
48789,599577,2,,,TL,"{, 2010 #714}",12/06/2022
48790,558181,5,,,TL,"{, 2010 #714}",12/06/2022
48791,457561,1.9,,,TL,"{, 2010 #714}",12/06/2022
48792,534051,2.5,,,TL,"{, 2010 #714}",12/06/2022
48793,599447,2,,,TL,"{, 2010 #714}",12/06/2022
48794,138719,2,,,TL,"{, 2010 #714}",12/06/2022
48795,759162,0.11,,,TL,"{Beechey, 2023 #761}",12/06/2022
48796,719318,0.12,,,TL,"{Beechey, 2023 #761}",12/06/2022
48797,594444,0.16,,,TL,"{Beechey, 2023 #761}",12/06/2022
48798,594446,0.16,,,TL,"{Beechey, 2023 #761}",12/06/2022
48799,598333,0.1,,,TL,"{Beechey, 2023 #761}",12/06/2022
48800,890210,0.117,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48801,847976,0.13,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48802,832647,0.15,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48803,598310,0.13,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48804,598311,0.06,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48805,598313,0.14,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48806,598314,0.14,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48807,598315,0.18,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48808,598316,0.063,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48809,598317,0.22,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48810,598320,0.085,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48811,598321,0.085,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48812,598323,0.153,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48813,598324,0.146,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48814,598325,0.223,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48815,536274,0.062,,,TL,"{Spurgeon, 2021 #1543}",12/06/2022
48816,847975,0.152,,,TL,"{Hutton, 1885 #73}",12/06/2022
48817,598357,0.125,,,TL,"{Iredale, 1912 #1043}",12/06/2022
48818,819301,2.2,,,TL,"{Iredale, 1936 #308}",12/06/2022
48819,531492,0.8,,,TL,"{Iredale, 1936 #308}",12/06/2022
48820,531494,1.3,,,TL,"{Iredale, 1936 #308}",12/06/2022
48821,531503,1,,,TL,"{Iredale, 1936 #308}",12/06/2022
48822,141477,0.191,,,TL,"{Jeffreys, 1883 #838}",12/06/2022
48823,141472,0.166,,,TL,"{Kano, 2009 #315}",12/06/2022
48824,457673,0.229,,,TL,"{Kano, 2009 #315}",12/06/2022
48825,548018,0.225,,,TL,"{Kano, 2009 #315}",12/06/2022
48826,457674,0.295,,,TL,"{Kano, 2009 #315}",12/06/2022
48827,457672,0.106,,,TL,"{Kano, 2009 #315}",12/06/2022
48828,548024,0.141,,,TL,"{Kano, 2009 #315}",12/06/2022
48829,458584,0.27,,,TL,"{Kano, 2009 #315}",12/06/2022
48830,880371,2.5,,,TL,"{Kienberger, 2016 #333}",12/06/2022
48831,880372,2,,,TL,"{Kienberger, 2016 #333}",12/06/2022
48832,345316,3.8,,,TL,"{Killeen, 2000 #335}",12/06/2022
48833,428825,0.48,,,TL,"{Knudsen, 1964 #844}",12/06/2022
48834,1036988,3.1,,,TL,"{Korshunova, 2017 #344}",12/06/2022
48835,1036987,1.55,,,TL,"{Korshunova, 2017 #344}",12/06/2022
48836,599206,2.4,,,TL,"{Krug, 2008 #346}",12/06/2022
48837,719407,0.09,,,TL,"{Laseron, 1954 #1044}",12/06/2022
48838,719409,0.16,,,TL,"{Laseron, 1954 #1044}",12/06/2022
48839,532358,1.05,,,TL,"{Lima, 2016 #360}",12/06/2022
48840,140068,1.5,,,TL,"{Locard, 1897 #1030}",12/06/2022
48841,138695,1.13,,,TL,"{Locard, 1897 #1030}",12/06/2022
48842,451664,1.02,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48843,598339,0.205,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48844,598340,0.26,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48845,598341,0.2,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48846,720346,0.192,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48847,458901,0.19,,,TL,"{Marshall, 1988 #1501}",12/06/2022
48848,582450,0.8,,,TL,"{Mehrotra, 2021 #858}",12/06/2022
48849,599216,1.4,,,TL,"{Miller, 2001 #382}",12/06/2022
48850,534037,3.4,,,TL,"{Miller, 2001 #382}",12/06/2022
48851,404966,2,,,TL,"{Miller, 2001 #382}",12/06/2022
48852,534041,4,,,TL,"{Miller, 2001 #382}",12/06/2022
48853,597796,1.8,,,TL,"{Mörch, 1863 #876}",12/06/2022
48854,866469,1,,,TL,"{Moro, 2015 #1129}",12/06/2022
48855,866470,0.4,,,TL,"{Moro, 2015 #1129}",12/06/2022
48856,533894,0.76,,,TL,"{O’Donoghue, 1929 #1160}",12/06/2022
48857,1055236,2.2,,,TL,"{Ortea, 2009 #883}",12/06/2022
48858,1055234,2.2,,,TL,"{Ortea, 2018 #450}",12/06/2022
48859,1329437,1,,,TL,"{Ortea, 2018 #450}",12/06/2022
48860,138705,0.9,,,TL,"{Ortea, 1990 #403}",12/06/2022
48861,1055241,0.3,,,TL,"{Ortea, 1996 #1616}",12/06/2022
48862,1055237,0.3,,,TL,"{Ortea, 2003 #885}",12/06/2022
48863,181207,1.2,,,TL,"{Ortea, 2003 #885}",12/06/2022
48864,458066,1.1,,,TL,"{Ortea, 2006 #886}",12/06/2022
48865,458067,2,,,TL,Ortea et al 2006,12/06/2022
48866,138733,8,,,TL,"{Ortea, 2006 #886}",12/06/2022
48867,605850,1.5,,,TL,"{Ortea, 2006 #886}",12/06/2022
48868,605846,1.8,,,TL,"{Ortea, 2006 #886}",12/06/2022
48869,605844,1.1,,,TL,"{Ortea, 2006 #886}",12/06/2022
48870,744442,0.7,,,TL,"{Ortea, 2014 #399}",12/06/2022
48871,1055238,0.6,,,TL,"{Ortea, 2014 #399}",12/06/2022
48872,1055239,0.35,,,TL,"{Ortea, 2014 #399}",12/06/2022
48873,865558,0.6,,,TL,"{Ortea, 2015 #447}",12/06/2022
48874,865557,0.4,,,TL,"{Ortea, 2015 #447}",12/06/2022
48875,865556,1.1,,,TL,"{Ortea, 2015 #447}",12/06/2022
48876,865560,0.55,,,TL,"{Ortea, 2015 #447}",12/06/2022
48877,558179,4.5,,,TL,"{Padula, 2010 #445}",12/06/2022
48878,599490,2.54,,,TL,"{Padula, 2010 #445}",12/06/2022
48879,1055332,1.2,,,TL,"{Pelorce, 2013 #444}",12/06/2022
48880,138731,0.7,,,TL,"{Perrone, 1990 #597}",12/06/2022
48881,818759,1.7,,,TL,"{Perrone, 1990 #597}",12/06/2022
48882,1055397,4,,,TL,"{Pilsbury, 1893-1895 #61}",12/06/2022
48883,890250,0.12,,,TL,"{Ponder, 1965 #1079}",12/06/2022
48884,535728,0.2,,,TL,"{Ponder, 1965 #1079}",12/06/2022
48885,833679,1.1,,,TL,"{Poppe, 2015 #571}",12/06/2022
48886,1255821,0.9,,,TL,"{Poppe, 2015 #571}",12/06/2022
48887,536270,0.11,,,TL,"{Powell, 1937 #908}",12/06/2022
48888,598353,0.12,,,TL,"{Powell, 1937 #908}",12/06/2022
48889,598309,0.19,,,TL,"{Powell, 1937 #908}",12/06/2022
48890,598312,0.14,,,TL,"{Powell, 1937 #908}",12/06/2022
48891,598332,0.11,,,TL,"{Powell, 1937 #908}",12/06/2022
48892,598355,0.1,,,TL,"{Powell, 1937 #908}",12/06/2022
48893,536272,0.08,,,TL,"{Powell, 1940 #593}",12/06/2022
48894,715283,1.55,,,TL,"{Rato, 2014 #448}",12/06/2022
48895,599338,2.5,,,TL,"{Reeve, 1842 #912}",12/06/2022
48896,883996,0.182,,,TL,"{Renda, 2016 #913}",12/06/2022
48897,719075,1,,,TL,"{Risbec, 1928 #914}",12/06/2022
48898,715603,0.3,,,TL,"{Risbec, 1928 #914}",12/06/2022
48899,722457,0.111,,,TL,"{Rubio, 2002 #1143}",12/06/2022
48900,722455,0.15,,,TL,"{Rubio, 2013 #596}",12/06/2022
48901,722454,0.127,,,TL,"{Rubio, 2013 #596}",12/06/2022
48902,599183,1.1,,,TL,"{Rudman, 1971 #917}",12/06/2022
48903,730413,1.4,,,TL,"{Rudman, 1982 #918}",12/06/2022
48904,736387,2,,,TL,"{Rüppell, 1828 #919}",12/06/2022
48905,880467,0.35,,,TL,"{Salvador, 2016 #588}",12/06/2022
48906,880468,0.34,,,TL,"{Salvador, 2016 #588}",12/06/2022
48907,741752,3.1,,,TL,"{Salvador, 2016 #588}",12/06/2022
48908,197244,0.25,,,TL,"{Smith, 1907 #932}",12/06/2022
48909,605952,0.34,,,TL,"{Smith, 1907 #932}",12/06/2022
48910,720297,0.11,,,TL,"{Tate, 1900 #945}",12/06/2022
48911,594443,0.15,,,TL,"{Tenison Woods, 1875 #1023}",12/06/2022
48912,598318,0.15,,,TL,"{Tenison Woods, 1875 #1023}",12/06/2022
